timestamp,Adult Use of Marijuana Act,Alcohol abuse,Anorexia nervosa,Arnold Schwarzenegger,Arthritis,Board of supervisors,California,California Department of Food and Agriculture,California Department of Public Health,California Proposition 19 (1972),California Proposition 19 (2010),California Proposition 215 (1996),California Proposition 36 (2000),California Senate Bill 420,California State Legislature,Cancer,Cannabis in California,Caregiver,Charles R. Breyer,Chronic pain,Conant v. McCaffrey,Dan Lungren,Decriminalization,Dennis Peron,Diego de Borica,District attorney,Drug Policy Alliance,Drug abuse,Drug possession,Ed Rosenthal,Emerald Triangle,Financial Crimes Enforcement Network,Financial compensation,Fort Ross,Glaucoma,Gonzales v. Raich,Governor of California,Gray Davis,HIV/AIDS,Hashish,Initiatives and referendums in the United States,Interstate commerce,John Chiang (California politician),Life imprisonment,Los Angeles,"Marijuana Control, Regulation, and Education Act",Medical cannabis,Medical necessity,Migraine,Mission San José (California),Multiple sclerosis,National Organization for the Reform of Marijuana Laws,Oakland Cannabis Buyers' Cooperative,"Oakland, California",Oaksterdam University,Paraquat,Pete Wilson,Plant cultivation,Prima facie,Proposition 215,Psychoactive drug,Recreational marijuana,Richard Lee (activist),Rohrabacher–Farr amendment,Rolling paper,Russian colonization of the Americas,"San Diego County, California",San Francisco,San Francisco Cannabis Buyers Club,"Santa Ana, California","Santa Cruz, California",Schedule I drugs,Sonoratown,Spasticity,Supreme Court of California,Terence Hallinan,Time (magazine),Tom Ammiano,United States,United States Department of Justice,United States v. Oakland Cannabis Buyers' Cooperative,Veto,West Hollywood,Wo/Men's Alliance for Medical Marijuana
2016-12-19,104.0,465.0,2972.0,19034.0,2420.0,45.0,12457.0,16.0,8.0,3.0,28.0,122.0,19.0,62.0,281.0,5478.0,616.0,246.0,51.0,392.0,11.0,59.0,116.0,32.0,8.0,645.0,58.0,186.0,59.0,42.0,210.0,133.0,53.0,65.0,2655.0,219.0,849.0,581.0,5803.0,1996.0,249.0,41.0,164.0,1549.0,16125.0,11.0,1309.0,35.0,3604.0,121.0,6844.0,117.0,3.0,2510.0,50.0,453.0,334.0,15.0,809.0,4.0,1316.0,6.0,7.0,,254.0,244.0,556.0,6835.0,10.0,677.0,847.0,,2.0,446.0,117.0,45.0,1977.0,28.0,42755.0,1241.0,22.0,591.0,105.0,5.0
2016-12-20,145.0,376.0,2582.0,18157.0,2215.0,62.0,12018.0,19.0,16.0,12.0,27.0,131.0,28.0,54.0,267.0,5290.0,522.0,223.0,72.0,329.0,5.0,46.0,104.0,24.0,11.0,568.0,60.0,136.0,69.0,39.0,228.0,172.0,41.0,62.0,2858.0,214.0,866.0,579.0,5546.0,2010.0,192.0,32.0,515.0,1718.0,9835.0,11.0,1256.0,37.0,3654.0,129.0,6978.0,150.0,5.0,1919.0,42.0,727.0,332.0,22.0,818.0,4.0,1227.0,3.0,14.0,,198.0,223.0,592.0,6019.0,19.0,648.0,858.0,,2.0,458.0,130.0,36.0,1629.0,21.0,41166.0,1159.0,22.0,509.0,88.0,8.0
2016-12-21,111.0,343.0,2436.0,22323.0,2225.0,53.0,12874.0,16.0,15.0,4.0,24.0,102.0,46.0,57.0,251.0,5244.0,547.0,241.0,99.0,339.0,13.0,55.0,113.0,22.0,6.0,560.0,45.0,135.0,78.0,40.0,270.0,178.0,31.0,73.0,2829.0,224.0,810.0,552.0,5326.0,1829.0,177.0,38.0,618.0,1918.0,9341.0,15.0,1235.0,31.0,3634.0,121.0,7335.0,176.0,5.0,1852.0,122.0,2410.0,399.0,18.0,736.0,2.0,1168.0,2.0,16.0,,237.0,191.0,806.0,5958.0,12.0,607.0,913.0,,3.0,440.0,135.0,53.0,1665.0,22.0,39123.0,1245.0,20.0,414.0,77.0,2.0
2016-12-22,150.0,379.0,2440.0,20915.0,2164.0,50.0,11493.0,24.0,12.0,3.0,47.0,108.0,34.0,49.0,212.0,5078.0,542.0,263.0,55.0,380.0,4.0,53.0,77.0,19.0,13.0,521.0,25.0,157.0,57.0,25.0,215.0,134.0,38.0,58.0,2977.0,123.0,726.0,552.0,5153.0,1826.0,140.0,34.0,319.0,1583.0,9140.0,7.0,1099.0,11.0,3427.0,72.0,7473.0,118.0,2.0,1876.0,78.0,787.0,352.0,16.0,711.0,1.0,968.0,1.0,5.0,,209.0,153.0,840.0,5967.0,4.0,675.0,870.0,2.0,1.0,447.0,93.0,105.0,1520.0,22.0,38422.0,1114.0,13.0,473.0,77.0,7.0
2016-12-23,99.0,270.0,2291.0,29025.0,1935.0,35.0,10590.0,17.0,13.0,3.0,22.0,88.0,16.0,48.0,199.0,4501.0,498.0,195.0,51.0,323.0,0.0,36.0,72.0,13.0,9.0,513.0,30.0,131.0,47.0,44.0,227.0,112.0,35.0,64.0,2467.0,75.0,685.0,478.0,4617.0,1735.0,109.0,42.0,227.0,1369.0,8553.0,5.0,970.0,20.0,3058.0,56.0,6104.0,53.0,1.0,1815.0,63.0,405.0,248.0,17.0,606.0,4.0,907.0,0.0,7.0,,188.0,153.0,738.0,5955.0,5.0,660.0,901.0,,2.0,355.0,99.0,36.0,1402.0,19.0,34252.0,931.0,11.0,582.0,82.0,2.0
2016-12-24,103.0,271.0,2335.0,27964.0,1846.0,26.0,9423.0,18.0,5.0,6.0,23.0,69.0,8.0,46.0,156.0,4045.0,436.0,146.0,27.0,256.0,0.0,44.0,91.0,10.0,14.0,463.0,28.0,141.0,51.0,36.0,178.0,72.0,21.0,55.0,2157.0,128.0,698.0,458.0,4131.0,1794.0,64.0,34.0,142.0,1165.0,8173.0,7.0,905.0,11.0,2619.0,42.0,5475.0,64.0,1.0,2416.0,41.0,304.0,300.0,9.0,440.0,1.0,842.0,2.0,9.0,,181.0,123.0,496.0,5490.0,8.0,542.0,854.0,,2.0,298.0,105.0,40.0,1288.0,19.0,31860.0,701.0,7.0,808.0,60.0,0.0
2016-12-25,74.0,239.0,2097.0,30938.0,1593.0,39.0,9910.0,13.0,6.0,2.0,21.0,65.0,14.0,48.0,165.0,4201.0,428.0,158.0,23.0,221.0,0.0,36.0,65.0,9.0,7.0,379.0,28.0,117.0,44.0,38.0,185.0,71.0,24.0,43.0,2477.0,84.0,708.0,485.0,5151.0,1728.0,52.0,22.0,119.0,1224.0,8467.0,8.0,945.0,10.0,2506.0,50.0,5335.0,56.0,1.0,2669.0,54.0,337.0,226.0,9.0,503.0,2.0,776.0,1.0,8.0,,187.0,141.0,761.0,5524.0,10.0,534.0,867.0,,2.0,253.0,70.0,24.0,1186.0,18.0,32579.0,634.0,8.0,511.0,73.0,0.0
2016-12-26,89.0,352.0,2361.0,30327.0,2114.0,22.0,10749.0,17.0,14.0,1.0,18.0,90.0,16.0,55.0,188.0,4881.0,500.0,213.0,13.0,323.0,1.0,47.0,63.0,10.0,5.0,462.0,23.0,163.0,58.0,45.0,192.0,103.0,28.0,50.0,2243.0,83.0,737.0,611.0,9419.0,1929.0,55.0,27.0,128.0,1288.0,9370.0,5.0,1049.0,18.0,3051.0,64.0,5950.0,54.0,2.0,2187.0,39.0,343.0,278.0,5.0,559.0,7.0,927.0,1.0,9.0,,225.0,165.0,518.0,6857.0,6.0,598.0,915.0,0.0,2.0,366.0,97.0,59.0,1306.0,24.0,36216.0,785.0,11.0,464.0,100.0,2.0
2016-12-27,129.0,384.0,2638.0,26637.0,2333.0,57.0,12222.0,13.0,9.0,8.0,28.0,85.0,35.0,46.0,210.0,5184.0,606.0,225.0,19.0,283.0,,56.0,98.0,18.0,6.0,569.0,50.0,167.0,76.0,41.0,212.0,119.0,38.0,63.0,2523.0,97.0,812.0,581.0,7274.0,2033.0,76.0,31.0,162.0,1495.0,10851.0,15.0,1098.0,27.0,3261.0,114.0,7038.0,82.0,,2198.0,33.0,385.0,316.0,27.0,602.0,1.0,1044.0,2.0,6.0,,234.0,190.0,621.0,6572.0,10.0,664.0,1037.0,,0.0,344.0,103.0,58.0,1526.0,20.0,37161.0,900.0,11.0,497.0,74.0,1.0
2016-12-28,135.0,419.0,2735.0,25086.0,2394.0,41.0,12195.0,16.0,16.0,3.0,110.0,110.0,22.0,63.0,205.0,5098.0,635.0,268.0,16.0,362.0,0.0,31.0,97.0,17.0,13.0,545.0,34.0,166.0,82.0,35.0,189.0,168.0,41.0,78.0,2636.0,175.0,790.0,513.0,6488.0,2003.0,108.0,30.0,134.0,1404.0,11747.0,10.0,1226.0,23.0,3464.0,111.0,6467.0,55.0,1.0,2308.0,60.0,411.0,314.0,21.0,620.0,5.0,1091.0,0.0,11.0,,198.0,140.0,648.0,6784.0,19.0,669.0,1175.0,,1.0,407.0,98.0,229.0,2106.0,24.0,36925.0,920.0,19.0,631.0,107.0,4.0
2016-12-29,127.0,364.0,2457.0,21951.0,2240.0,32.0,12484.0,15.0,14.0,7.0,37.0,131.0,23.0,62.0,215.0,5429.0,666.0,293.0,12.0,336.0,2.0,54.0,112.0,13.0,9.0,624.0,33.0,144.0,64.0,36.0,275.0,177.0,25.0,78.0,2658.0,98.0,772.0,524.0,5959.0,2343.0,106.0,31.0,163.0,1608.0,12055.0,8.0,1155.0,43.0,3619.0,106.0,6761.0,103.0,2.0,2409.0,46.0,450.0,318.0,25.0,631.0,1.0,1128.0,1.0,15.0,,222.0,175.0,598.0,7178.0,14.0,665.0,1107.0,1.0,1.0,432.0,117.0,63.0,1502.0,36.0,38053.0,970.0,20.0,586.0,113.0,1.0
2016-12-30,119.0,348.0,2380.0,22462.0,2077.0,31.0,11402.0,15.0,11.0,7.0,29.0,109.0,21.0,62.0,233.0,4929.0,723.0,253.0,10.0,285.0,,54.0,158.0,14.0,10.0,644.0,45.0,154.0,54.0,35.0,224.0,133.0,35.0,71.0,2502.0,82.0,787.0,494.0,5383.0,1955.0,89.0,37.0,195.0,1611.0,10301.0,13.0,1113.0,26.0,3395.0,92.0,6259.0,82.0,8.0,2051.0,40.0,364.0,306.0,14.0,578.0,3.0,1034.0,1.0,5.0,,241.0,170.0,619.0,6624.0,15.0,635.0,965.0,,0.0,411.0,90.0,72.0,1370.0,17.0,36818.0,937.0,17.0,473.0,98.0,3.0
2016-12-31,100.0,709.0,2140.0,25794.0,1821.0,21.0,10702.0,24.0,14.0,4.0,29.0,85.0,19.0,48.0,166.0,5293.0,656.0,174.0,8.0,255.0,0.0,43.0,105.0,19.0,14.0,500.0,30.0,141.0,53.0,27.0,283.0,92.0,18.0,56.0,2185.0,62.0,970.0,580.0,4506.0,1885.0,95.0,32.0,129.0,1371.0,9158.0,12.0,968.0,7.0,2801.0,85.0,5616.0,85.0,1.0,1960.0,23.0,340.0,386.0,13.0,445.0,2.0,1349.0,1.0,8.0,,190.0,168.0,514.0,6124.0,6.0,680.0,864.0,,0.0,304.0,101.0,77.0,1174.0,17.0,35829.0,1075.0,5.0,350.0,81.0,3.0
2017-01-01,307.0,348.0,2318.0,38552.0,2013.0,15.0,11953.0,20.0,10.0,3.0,65.0,103.0,18.0,111.0,158.0,4312.0,2202.0,207.0,11.0,285.0,1.0,39.0,125.0,12.0,1.0,500.0,37.0,162.0,66.0,25.0,243.0,91.0,23.0,56.0,2085.0,66.0,867.0,553.0,5144.0,1980.0,79.0,31.0,113.0,1541.0,10308.0,8.0,1247.0,15.0,2704.0,59.0,5489.0,75.0,0.0,2188.0,30.0,347.0,306.0,12.0,381.0,4.0,954.0,5.0,7.0,,194.0,165.0,472.0,6036.0,7.0,588.0,1037.0,1.0,1.0,278.0,106.0,110.0,1242.0,29.0,36036.0,808.0,13.0,320.0,113.0,2.0
2017-01-02,391.0,440.0,2683.0,37546.0,2665.0,27.0,13207.0,22.0,11.0,8.0,104.0,103.0,16.0,120.0,228.0,5522.0,2999.0,269.0,19.0,335.0,1.0,62.0,134.0,14.0,7.0,631.0,29.0,181.0,64.0,33.0,257.0,132.0,34.0,73.0,2632.0,107.0,1109.0,685.0,6564.0,2182.0,128.0,37.0,114.0,1927.0,12150.0,7.0,1459.0,16.0,3882.0,219.0,6917.0,125.0,2.0,2456.0,36.0,408.0,347.0,17.0,618.0,2.0,1233.0,4.0,11.0,,253.0,207.0,657.0,7578.0,8.0,705.0,1108.0,,2.0,458.0,118.0,66.0,1519.0,20.0,39966.0,944.0,8.0,393.0,152.0,1.0
2017-01-03,177.0,477.0,2813.0,83662.0,2533.0,56.0,15011.0,26.0,19.0,6.0,58.0,143.0,32.0,77.0,322.0,5762.0,1646.0,342.0,23.0,400.0,2.0,58.0,126.0,16.0,12.0,684.0,39.0,158.0,66.0,42.0,228.0,189.0,51.0,76.0,2941.0,142.0,2076.0,1158.0,7073.0,2222.0,187.0,41.0,214.0,1751.0,14839.0,16.0,1507.0,30.0,3924.0,171.0,7725.0,81.0,2.0,2319.0,42.0,552.0,445.0,18.0,756.0,1.0,1312.0,4.0,9.0,,253.0,192.0,674.0,7881.0,12.0,776.0,2319.0,,2.0,452.0,127.0,62.0,1628.0,20.0,44145.0,1136.0,12.0,495.0,97.0,6.0
2017-01-04,184.0,507.0,2848.0,33924.0,2629.0,70.0,13683.0,27.0,24.0,3.0,40.0,143.0,25.0,88.0,394.0,6018.0,1176.0,350.0,16.0,395.0,1.0,87.0,112.0,12.0,10.0,664.0,29.0,140.0,52.0,34.0,199.0,175.0,59.0,73.0,3124.0,173.0,1156.0,733.0,6674.0,2171.0,179.0,39.0,230.0,2935.0,10770.0,4.0,1437.0,39.0,3993.0,208.0,7692.0,92.0,2.0,2399.0,54.0,601.0,376.0,22.0,790.0,2.0,1259.0,7.0,11.0,,232.0,190.0,748.0,7674.0,9.0,624.0,1762.0,1.0,4.0,600.0,274.0,98.0,1721.0,28.0,42896.0,1334.0,22.0,536.0,103.0,3.0
2017-01-05,158.0,467.0,2969.0,25074.0,2666.0,92.0,13036.0,23.0,19.0,13.0,45.0,118.0,41.0,86.0,456.0,6116.0,1118.0,353.0,49.0,387.0,3.0,100.0,187.0,21.0,14.0,737.0,48.0,188.0,74.0,49.0,236.0,199.0,62.0,65.0,3217.0,175.0,1034.0,657.0,6873.0,2360.0,217.0,66.0,171.0,2929.0,10638.0,24.0,1459.0,33.0,4020.0,252.0,7348.0,111.0,3.0,2548.0,72.0,512.0,360.0,25.0,810.0,4.0,1371.0,5.0,12.0,,260.0,216.0,736.0,7430.0,14.0,739.0,1089.0,1.0,3.0,615.0,173.0,88.0,1717.0,41.0,42296.0,1420.0,24.0,573.0,97.0,5.0
2017-01-06,144.0,395.0,2633.0,34905.0,2318.0,43.0,13075.0,25.0,21.0,11.0,36.0,132.0,45.0,86.0,308.0,5688.0,983.0,324.0,32.0,347.0,0.0,76.0,124.0,15.0,11.0,614.0,41.0,159.0,76.0,35.0,243.0,169.0,64.0,84.0,2976.0,164.0,1318.0,1194.0,5889.0,2273.0,217.0,38.0,194.0,4638.0,10377.0,11.0,1309.0,33.0,3704.0,255.0,7484.0,96.0,5.0,2174.0,46.0,495.0,425.0,22.0,715.0,2.0,1325.0,3.0,15.0,,263.0,219.0,745.0,6802.0,13.0,678.0,943.0,,,471.0,212.0,43.0,1608.0,37.0,42941.0,1361.0,19.0,533.0,100.0,4.0
2017-01-07,174.0,333.0,2563.0,39317.0,2166.0,29.0,12630.0,14.0,14.0,7.0,24.0,116.0,21.0,81.0,259.0,5281.0,959.0,361.0,17.0,343.0,1.0,59.0,110.0,18.0,12.0,601.0,36.0,168.0,55.0,31.0,179.0,104.0,35.0,79.0,2550.0,85.0,1348.0,910.0,5592.0,2047.0,121.0,29.0,155.0,2466.0,10470.0,7.0,1218.0,12.0,3278.0,137.0,6879.0,70.0,2.0,3491.0,43.0,353.0,417.0,14.0,548.0,3.0,1114.0,1.0,9.0,,204.0,187.0,733.0,6654.0,8.0,647.0,1047.0,1.0,2.0,404.0,125.0,45.0,1406.0,33.0,38371.0,957.0,12.0,389.0,100.0,0.0
2017-01-08,120.0,428.0,2764.0,37586.0,2153.0,43.0,13910.0,14.0,8.0,5.0,39.0,128.0,19.0,59.0,304.0,5641.0,851.0,415.0,13.0,319.0,3.0,53.0,101.0,16.0,5.0,636.0,29.0,243.0,60.0,36.0,250.0,122.0,39.0,98.0,2485.0,149.0,1074.0,787.0,6491.0,2303.0,151.0,35.0,186.0,3184.0,11340.0,7.0,1243.0,34.0,3580.0,194.0,7354.0,54.0,1.0,3014.0,51.0,420.0,363.0,14.0,661.0,0.0,1211.0,3.0,10.0,,194.0,211.0,790.0,7555.0,16.0,636.0,1042.0,0.0,2.0,521.0,129.0,38.0,1546.0,35.0,40186.0,1058.0,11.0,378.0,112.0,2.0
2017-01-09,112.0,476.0,2803.0,27407.0,2541.0,55.0,14890.0,29.0,12.0,3.0,34.0,118.0,37.0,87.0,324.0,6211.0,761.0,709.0,27.0,374.0,3.0,51.0,126.0,29.0,11.0,666.0,35.0,149.0,60.0,37.0,231.0,191.0,46.0,97.0,3039.0,229.0,898.0,596.0,6963.0,2065.0,207.0,284.0,202.0,1836.0,11893.0,5.0,1365.0,48.0,4299.0,227.0,7735.0,85.0,0.0,2314.0,74.0,555.0,392.0,19.0,778.0,3.0,1340.0,7.0,9.0,,215.0,268.0,814.0,7496.0,10.0,738.0,1162.0,,,564.0,137.0,26.0,1691.0,30.0,49854.0,1313.0,18.0,512.0,83.0,2.0
2017-01-10,114.0,455.0,2956.0,34901.0,2585.0,82.0,14117.0,19.0,13.0,4.0,38.0,153.0,32.0,67.0,344.0,6148.0,814.0,521.0,20.0,430.0,2.0,54.0,135.0,7.0,4.0,717.0,42.0,162.0,81.0,46.0,211.0,190.0,46.0,85.0,3428.0,292.0,1139.0,624.0,7112.0,1972.0,222.0,235.0,205.0,2091.0,10822.0,11.0,1356.0,35.0,4312.0,364.0,7913.0,66.0,2.0,2359.0,78.0,461.0,418.0,16.0,852.0,5.0,1342.0,2.0,12.0,,232.0,219.0,780.0,7373.0,13.0,719.0,1029.0,,4.0,676.0,124.0,50.0,1663.0,19.0,47940.0,2683.0,14.0,575.0,99.0,2.0
2017-01-11,122.0,480.0,2990.0,22217.0,2489.0,59.0,13557.0,28.0,19.0,3.0,32.0,148.0,31.0,79.0,292.0,6241.0,721.0,418.0,29.0,396.0,1.0,52.0,138.0,12.0,8.0,705.0,46.0,167.0,83.0,32.0,207.0,206.0,50.0,73.0,3413.0,315.0,1129.0,636.0,7107.0,1947.0,271.0,48.0,201.0,2211.0,10963.0,9.0,1441.0,53.0,4037.0,331.0,8009.0,102.0,3.0,2356.0,64.0,541.0,410.0,14.0,1032.0,1.0,1359.0,4.0,12.0,,210.0,232.0,799.0,7264.0,8.0,685.0,900.0,,1.0,585.0,110.0,81.0,1891.0,19.0,49996.0,2167.0,18.0,597.0,78.0,3.0
2017-01-12,144.0,455.0,3169.0,21169.0,2490.0,57.0,14152.0,15.0,12.0,4.0,42.0,163.0,39.0,73.0,344.0,6444.0,781.0,456.0,29.0,401.0,4.0,59.0,152.0,20.0,13.0,719.0,45.0,155.0,71.0,41.0,212.0,213.0,45.0,85.0,3401.0,266.0,930.0,589.0,7136.0,2035.0,274.0,53.0,211.0,1859.0,13201.0,11.0,1549.0,45.0,4263.0,368.0,7702.0,66.0,1.0,3355.0,70.0,444.0,394.0,19.0,965.0,1.0,1467.0,3.0,10.0,,243.0,242.0,1141.0,7491.0,5.0,799.0,936.0,,2.0,593.0,146.0,106.0,1664.0,25.0,49887.0,2786.0,22.0,590.0,92.0,3.0
2017-01-13,108.0,439.0,2686.0,20504.0,2404.0,54.0,12658.0,25.0,10.0,4.0,38.0,166.0,32.0,66.0,276.0,5876.0,630.0,309.0,28.0,368.0,5.0,60.0,133.0,21.0,9.0,638.0,45.0,158.0,59.0,33.0,221.0,162.0,38.0,92.0,2974.0,205.0,859.0,535.0,5971.0,2085.0,312.0,44.0,199.0,1636.0,11827.0,3.0,1414.0,43.0,3853.0,394.0,7254.0,95.0,3.0,2901.0,57.0,420.0,345.0,15.0,817.0,1.0,1267.0,4.0,5.0,,203.0,239.0,1005.0,6812.0,7.0,731.0,911.0,1.0,,582.0,137.0,76.0,1700.0,26.0,45612.0,2542.0,16.0,568.0,90.0,3.0
2017-01-14,87.0,350.0,2905.0,25482.0,2201.0,30.0,11737.0,11.0,10.0,3.0,35.0,130.0,15.0,43.0,235.0,4909.0,623.0,303.0,13.0,347.0,1.0,57.0,98.0,10.0,8.0,544.0,34.0,155.0,64.0,29.0,192.0,92.0,24.0,67.0,2846.0,129.0,805.0,512.0,5549.0,2093.0,159.0,41.0,171.0,1628.0,10582.0,7.0,1070.0,20.0,3369.0,112.0,6699.0,77.0,2.0,3028.0,60.0,328.0,316.0,26.0,644.0,4.0,1092.0,2.0,12.0,,215.0,176.0,760.0,7222.0,13.0,663.0,927.0,1.0,4.0,412.0,119.0,76.0,1523.0,28.0,40812.0,1553.0,7.0,389.0,92.0,2.0
2017-01-15,97.0,377.0,2734.0,29677.0,2392.0,28.0,13196.0,17.0,14.0,7.0,21.0,127.0,17.0,45.0,333.0,6185.0,641.0,325.0,9.0,335.0,1.0,59.0,118.0,16.0,1.0,566.0,40.0,186.0,96.0,25.0,227.0,112.0,28.0,68.0,2752.0,151.0,1200.0,3982.0,7126.0,2188.0,166.0,28.0,487.0,1771.0,11933.0,8.0,1346.0,25.0,3575.0,149.0,6713.0,63.0,1.0,2729.0,47.0,363.0,496.0,17.0,670.0,2.0,1206.0,1.0,11.0,,216.0,196.0,1025.0,7666.0,9.0,738.0,1213.0,1.0,0.0,482.0,110.0,59.0,1621.0,33.0,42097.0,1299.0,5.0,407.0,115.0,4.0
2017-01-16,79.0,505.0,3113.0,21581.0,2886.0,47.0,13221.0,27.0,15.0,2.0,35.0,148.0,28.0,49.0,272.0,6161.0,640.0,417.0,16.0,424.0,7.0,46.0,132.0,13.0,8.0,653.0,41.0,200.0,80.0,33.0,203.0,153.0,39.0,76.0,3157.0,149.0,922.0,2820.0,7910.0,1996.0,247.0,48.0,262.0,1582.0,11161.0,10.0,1364.0,39.0,4266.0,230.0,7667.0,82.0,1.0,2685.0,73.0,491.0,408.0,10.0,762.0,2.0,1287.0,5.0,5.0,,215.0,208.0,796.0,7301.0,7.0,609.0,998.0,,2.0,611.0,170.0,43.0,1991.0,25.0,46299.0,1604.0,15.0,557.0,113.0,6.0
2017-01-17,98.0,482.0,3240.0,33299.0,2630.0,54.0,13593.0,40.0,27.0,8.0,44.0,148.0,38.0,73.0,284.0,6638.0,618.0,417.0,19.0,431.0,2.0,37.0,126.0,18.0,2.0,683.0,48.0,163.0,72.0,34.0,230.0,193.0,53.0,72.0,3361.0,239.0,1100.0,751.0,7644.0,1958.0,293.0,47.0,208.0,2332.0,10913.0,12.0,1545.0,44.0,4439.0,337.0,7845.0,82.0,1.0,3177.0,70.0,488.0,391.0,20.0,808.0,6.0,1382.0,4.0,8.0,,342.0,313.0,771.0,7882.0,9.0,690.0,1053.0,,1.0,602.0,163.0,46.0,1846.0,37.0,48090.0,1808.0,11.0,621.0,82.0,3.0
2017-01-18,126.0,536.0,3050.0,19870.0,2667.0,50.0,13452.0,29.0,14.0,5.0,21.0,172.0,28.0,78.0,358.0,6527.0,610.0,358.0,27.0,422.0,4.0,61.0,144.0,15.0,4.0,697.0,55.0,151.0,79.0,24.0,214.0,214.0,72.0,57.0,3290.0,306.0,965.0,698.0,7555.0,2223.0,271.0,47.0,196.0,4346.0,10779.0,8.0,1634.0,51.0,4309.0,287.0,7792.0,88.0,1.0,2686.0,81.0,576.0,364.0,18.0,959.0,1.0,1560.0,4.0,7.0,,224.0,228.0,686.0,7447.0,6.0,674.0,1040.0,0.0,4.0,633.0,139.0,65.0,1753.0,31.0,47158.0,1662.0,15.0,652.0,78.0,2.0
2017-01-19,133.0,472.0,2925.0,18484.0,2533.0,68.0,13280.0,28.0,19.0,2.0,27.0,164.0,45.0,79.0,432.0,6329.0,692.0,389.0,20.0,493.0,7.0,49.0,186.0,19.0,14.0,638.0,52.0,150.0,91.0,32.0,235.0,198.0,61.0,66.0,3211.0,309.0,1076.0,668.0,6674.0,2127.0,286.0,51.0,220.0,3040.0,10811.0,17.0,1690.0,37.0,4340.0,330.0,9543.0,85.0,1.0,3177.0,54.0,510.0,384.0,18.0,926.0,2.0,1551.0,1.0,9.0,,188.0,255.0,656.0,7312.0,10.0,830.0,977.0,,0.0,645.0,161.0,35.0,1698.0,34.0,52195.0,1860.0,17.0,610.0,103.0,2.0
2017-01-20,91.0,376.0,2664.0,22169.0,2335.0,83.0,14329.0,44.0,20.0,4.0,34.0,128.0,33.0,74.0,382.0,7486.0,579.0,319.0,32.0,446.0,1.0,44.0,127.0,12.0,15.0,619.0,49.0,160.0,74.0,38.0,241.0,229.0,43.0,47.0,2966.0,231.0,1481.0,666.0,5882.0,2164.0,302.0,42.0,200.0,2857.0,9808.0,4.0,1456.0,31.0,3846.0,273.0,8239.0,75.0,2.0,2761.0,45.0,544.0,491.0,30.0,758.0,2.0,1314.0,4.0,5.0,,252.0,213.0,722.0,6663.0,10.0,669.0,881.0,,2.0,561.0,218.0,53.0,1638.0,21.0,125194.0,1959.0,26.0,686.0,90.0,
2017-01-21,75.0,330.0,2871.0,25726.0,2359.0,39.0,11972.0,15.0,8.0,4.0,25.0,124.0,27.0,50.0,311.0,4760.0,567.0,279.0,13.0,334.0,0.0,39.0,93.0,16.0,7.0,571.0,42.0,173.0,61.0,34.0,201.0,180.0,28.0,66.0,2629.0,138.0,1343.0,713.0,5683.0,2080.0,263.0,36.0,194.0,1687.0,9327.0,7.0,1299.0,22.0,3363.0,103.0,6417.0,85.0,2.0,2436.0,50.0,407.0,462.0,17.0,501.0,1.0,1213.0,2.0,8.0,,241.0,159.0,582.0,6045.0,9.0,913.0,850.0,0.0,1.0,355.0,126.0,77.0,1881.0,17.0,75095.0,1721.0,9.0,572.0,61.0,2.0
2017-01-22,60.0,472.0,2917.0,23637.0,2396.0,31.0,13708.0,16.0,15.0,6.0,41.0,94.0,22.0,60.0,367.0,5493.0,559.0,343.0,19.0,357.0,3.0,56.0,169.0,16.0,5.0,544.0,53.0,163.0,64.0,24.0,204.0,199.0,36.0,71.0,2569.0,240.0,1300.0,729.0,6845.0,2176.0,233.0,37.0,203.0,1904.0,11182.0,9.0,1240.0,20.0,3471.0,117.0,7059.0,73.0,1.0,2722.0,45.0,414.0,457.0,7.0,700.0,0.0,1247.0,2.0,10.0,,219.0,216.0,621.0,7221.0,12.0,775.0,996.0,1.0,1.0,440.0,156.0,80.0,2003.0,26.0,59594.0,1610.0,10.0,503.0,97.0,3.0
2017-01-23,100.0,516.0,3308.0,22149.0,2733.0,70.0,13930.0,23.0,24.0,5.0,35.0,139.0,40.0,76.0,396.0,6535.0,566.0,464.0,22.0,467.0,12.0,63.0,199.0,15.0,7.0,601.0,62.0,197.0,78.0,44.0,277.0,263.0,44.0,69.0,3112.0,352.0,1403.0,963.0,6840.0,2098.0,356.0,67.0,203.0,1737.0,11467.0,13.0,1353.0,47.0,4762.0,291.0,8023.0,87.0,0.0,2568.0,48.0,605.0,664.0,31.0,984.0,1.0,1618.0,3.0,8.0,,233.0,259.0,723.0,7544.0,6.0,727.0,1005.0,,,630.0,162.0,56.0,1982.0,33.0,61039.0,2013.0,17.0,705.0,79.0,1.0
